# Program:featureCounts v1.6.2; Command:"/home/lzc/soft/subread-1.6.2-source/bin/featureCounts" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "./genome/GCF_000191905.1_ASM19190v1_genomic.gtf" "-o" "/home/lzc/project/117_ZK005/results/3.Expression/genes_count.txt" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam" "/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lzc/project/117_ZK005/mapping/bam/824_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/824_6h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_24h_3.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_1.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_2.sorted.bam	/home/lzc/project/117_ZK005/mapping/bam/F_3_6h_3.sorted.bam
gene1388	NC_017295.1	1467622	1467795	+	174	1	0	0	26	3	5	5	2	2	3	1	2
gene1389	NC_017295.1	1468109	1468279	+	171	0	0	0	23	2	1	1	4	1	0	1	0
gene1390	NC_017295.1	1468442	1469047	+	606	0	0	5	23	18	34	8	15	14	11	18	7
gene1391	NC_017295.1	1469238	1470044	+	807	26	39	30	190	131	267	415	381	346	208	123	117
gene1392	NC_017295.1	1470090	1470947	-	858	51	52	57	299	252	586	658	597	591	408	349	202
gene1393	NC_017295.1	1470949	1472004	-	1056	6	3	3	57	17	41	28	38	34	33	31	18
gene1394	NC_017295.1	1472159	1473019	+	861	9	9	12	124	35	39	68	67	87	34	24	18
gene1395	NC_017295.1	1473222	1474313	+	1092	6	3	6	72	27	38	8	13	11	13	10	8
gene1396	NC_017295.1	1474447	1475016	-	570	14	10	11	82	22	64	50	54	64	51	19	17
gene1397	NC_017295.1	1475253	1475489	+	237	0	2	1	13	3	8	15	5	0	0	0	3
gene1398	NC_017295.1	1475506	1475790	+	285	6	4	2	72	37	51	36	42	37	37	21	18
gene1399	NC_017295.1	1475815	1476417	+	603	10	4	7	86	26	49	25	30	26	29	13	24
gene1400	NC_017295.1	1476481	1477890	-	1410	7	19	10	252	107	200	33	27	54	98	67	39
gene1401	NC_017295.1	1478160	1479248	-	1089	222	231	185	346	269	888	537	411	657	630	410	290
gene1402	NC_017295.1	1479747	1480448	+	702	3	4	0	121	28	45	1	1	3	10	11	5
gene1403	NC_017295.1	1480466	1481932	+	1467	4	4	2	210	52	113	17	9	11	92	58	26
gene1404	NC_017295.1	1482196	1484586	+	2391	17	9	7	480	136	245	18	31	29	161	126	71
gene1405	NC_017295.1	1484760	1486364	+	1605	12	13	10	234	60	139	9	11	5	14	10	22
gene1406	NC_017295.1	1486569	1487936	+	1368	7	12	6	158	45	103	4	3	5	16	7	6
gene1407	NC_017295.1	1487988	1489454	+	1467	2	9	7	175	56	102	1	3	3	12	7	11
gene1408	NC_017295.1	1489627	1490274	+	648	7	4	8	148	62	119	3	2	1	27	30	33
gene1409	NC_017295.1	1490292	1492283	+	1992	27	53	38	297	124	325	97	77	122	628	493	139
gene1410	NC_017295.1	1492299	1493336	+	1038	7	8	10	113	23	30	34	19	18	45	35	14
gene1411	NC_017295.1	1493829	1494134	+	306	0	0	0	33	5	10	9	5	11	15	5	7
gene1412	NC_017295.1	1494339	1495298	-	960	6	2	5	107	27	49	31	10	33	21	22	24
gene1413	NC_017295.1	1495310	1497016	-	1707	11	6	3	461	74	235	58	72	57	43	45	49
gene1414	NC_017295.1	1497226	1498692	-	1467	23	18	15	2088	527	1959	485	705	521	779	392	441
gene1415	NC_017295.1	1499109	1499588	+	480	3	9	4	56	33	91	86	93	68	68	28	21
gene1416	NC_017295.1	1499621	1500484	-	864	8	6	3	225	71	138	162	211	163	140	50	60
gene1417	NC_017295.1	1500670	1502088	-	1419	467	527	325	3872	6993	14946	2010	1351	2685	10333	5345	4207
gene1418	NC_017295.1	1502922	1503284	+	363	28	58	39	299	385	782	90	89	106	697	271	344
gene1419	NC_017295.1	1503602	1503976	+	375	0	1	0	40	10	8	0	0	1	0	0	1
gene1420	NC_017295.1	1504174	1505007	+	834	0	0	4	68	16	20	1	1	1	5	2	5
gene1421	NC_017295.1	1505193	1505732	+	540	1	4	2	34	15	22	3	3	3	7	6	6
gene1422	NC_017295.1	1505732	1506454	+	723	5	1	0	37	18	33	15	13	11	33	12	18
gene1423	NC_017295.1	1506477	1507820	+	1344	3	2	4	97	15	43	1	1	3	5	7	5
gene1424	NC_017295.1	1507956	1508504	+	549	4	0	3	40	35	64	10	1	7	27	25	18
gene1425	NC_017295.1	1508597	1509178	+	582	3	3	2	123	45	61	54	72	58	46	30	13
gene1426	NC_017295.1	1509677	1510348	+	672	13	13	11	93	56	132	23	29	38	79	57	49
gene1427	NC_017295.1	1510351	1510659	+	309	0	2	2	22	10	17	6	3	0	6	2	4
gene1428	NC_017295.1	1510672	1511448	+	777	24	32	13	563	522	912	186	265	339	1412	520	493
gene1429	NC_017295.1	1511506	1512345	+	840	1	7	5	84	38	78	21	19	32	43	22	26
gene1430	NC_017295.1	1512315	1513400	+	1086	28	20	22	377	282	381	87	90	110	608	231	237
gene1431	NC_017295.1	1513397	1514377	+	981	2	5	7	60	21	38	14	12	17	41	18	15
gene1432	NC_017295.1	1514374	1515228	+	855	1	0	1	62	16	42	3	7	12	12	6	6
gene1433	NC_017295.1	1515225	1516283	+	1059	15	14	6	118	75	157	13	18	12	49	30	46
gene1434	NC_017295.1	1516300	1517136	+	837	8	10	2	163	128	237	47	57	54	284	103	90
gene1435	NC_017295.1	1517121	1518596	+	1476	20	24	13	350	318	558	106	112	115	608	305	240
gene1436	NC_017295.1	1518593	1519906	+	1314	20	27	15	194	200	364	58	105	89	346	199	162
gene1437	NC_017295.1	1519917	1520534	+	618	5	4	0	67	23	34	1	2	2	5	10	9
gene1438	NC_017295.1	1520549	1521634	+	1086	3	2	2	117	30	64	0	2	6	10	12	10
gene1439	NC_017295.1	1521636	1522199	+	564	1	0	1	82	15	35	2	2	4	3	6	8
gene1440	NC_017295.1	1522202	1522867	+	666	8	5	4	143	43	92	25	25	27	68	46	37
gene1441	NC_017295.1	1522879	1523634	+	756	3	5	5	127	38	76	4	5	2	20	13	15
gene1442	NC_017295.1	1523631	1524419	+	789	10	5	6	56	18	63	34	24	23	65	39	24
gene1443	NC_017295.1	1524432	1525148	+	717	4	9	1	130	98	188	48	44	46	194	103	60
gene1444	NC_017295.1	1525166	1525723	+	558	5	6	1	77	14	48	3	12	6	9	5	12
gene1445	NC_017295.1	1525740	1526498	+	759	14	26	9	374	411	707	98	120	149	672	352	354
gene1446	NC_017295.1	1526503	1527078	+	576	1	4	2	67	33	42	2	3	1	5	7	10
gene1447	NC_017295.1	1527108	1527839	+	732	31	35	30	117	96	240	81	51	72	59	36	66
gene1448	NC_017295.1	1528253	1529968	+	1716	33	51	25	312	114	259	97	115	88	117	70	81
gene1449	NC_017295.1	1530021	1530308	-	288	1	2	1	39	27	58	42	48	36	45	25	31
gene1450	NC_017295.1	1530345	1530809	+	465	0	0	2	21	4	10	7	0	0	1	0	3
gene1451	NC_017295.1	1531104	1533425	+	2322	66	121	70	602	676	1800	431	291	444	1099	500	444
gene1452	NC_017295.1	1533713	1534192	+	480	49	51	36	1764	2207	11171	151	65	339	2910	381	1984
gene1453	NC_017295.1	1534194	1534901	+	708	98	107	93	5339	6725	35158	254	128	630	10010	1397	5449
gene1454	NC_017295.1	1535006	1536433	+	1428	28	59	16	2688	1343	6090	158	88	344	2586	353	1418
gene1455	NC_017295.1	1536457	1537455	+	999	20	19	20	1274	567	2284	49	23	108	664	94	442
gene1456	NC_017295.1	1537443	1538057	+	615	11	18	19	271	145	548	25	10	60	286	24	121
gene1457	NC_017295.1	1538110	1539609	+	1500	232	236	198	11567	5503	16855	567	331	952	9354	1296	5603
gene1458	NC_017295.1	1539849	1541099	+	1251	14	8	9	659	417	1636	87	110	176	613	127	349
gene1459	NC_017295.1	1541344	1542102	+	759	30	52	37	319	138	545	311	303	357	406	208	201
gene1460	NC_017295.1	1542099	1542392	+	294	0	0	2	4	6	16	1	3	4	1	1	6
gene1461	NC_017295.1	1542364	1543116	+	753	83	125	56	514	315	1100	206	238	277	761	406	352
gene1462	NC_017295.1	1543129	1544130	+	1002	212	248	190	436	263	904	206	231	203	497	233	275
gene1463	NC_017295.1	1544090	1544848	+	759	91	120	65	626	233	806	81	93	82	538	239	332
gene1464	NC_017295.1	1544914	1545984	-	1071	6	8	7	158	63	133	86	94	69	202	113	92
gene1465	NC_017295.1	1546117	1547013	+	897	71	108	58	657	457	787	522	498	601	950	424	462
gene1466	NC_017295.1	1547109	1547846	+	738	8	17	11	169	175	347	145	131	145	186	156	125
gene1467	NC_017295.1	1547991	1549412	+	1422	632	1033	684	232	234	593	243	125	571	422	309	187
gene1468	NC_017295.1	1549724	1550557	+	834	5	9	4	50	10	17	12	8	12	8	6	5
gene1469	NC_017295.1	1550721	1552607	+	1887	9	4	4	218	61	108	1	3	1	17	8	21
gene1470	NC_017295.1	1552670	1554103	+	1434	1	2	1	144	31	60	0	0	1	9	11	12
gene1471	NC_017295.1	1554114	1554314	-	201	0	0	0	6	2	2	0	0	0	1	1	0
gene1472	NC_017295.1	1554399	1556879	+	2481	95	95	86	286	80	117	526	404	463	112	64	69
gene1473	NC_017295.1	1556896	1558011	+	1116	12	20	10	114	25	54	25	7	18	6	13	9
gene1474	NC_017295.1	1558105	1558680	+	576	3	8	3	60	8	27	6	1	1	1	2	2
gene1475	NC_017295.1	1558751	1559389	+	639	5	3	1	73	13	15	3	1	2	1	4	5
gene1476	NC_017295.1	1559414	1560019	+	606	2	0	2	42	11	13	3	2	4	1	0	3
gene1477	NC_017295.1	1560134	1560874	+	741	17	16	11	51	25	71	78	57	41	18	17	15
gene1478	NC_017295.1	1561060	1561575	+	516	2	1	1	93	26	53	4	4	7	12	6	12
gene1479	NC_017295.1	1561605	1562171	+	567	18	37	19	115	33	58	65	51	47	19	23	26
gene1480	NC_017295.1	1562191	1562730	+	540	75	87	63	216	130	377	342	274	319	310	185	107
gene1481	NC_017295.1	1562735	1563601	+	867	28	52	37	172	46	78	61	40	52	17	14	31
gene1482	NC_017295.1	1563711	1565117	+	1407	2	4	1	85	21	41	2	2	5	5	5	3
gene1483	NC_017295.1	1565120	1565974	+	855	4	1	1	92	27	26	2	7	0	10	4	3
gene1484	NC_017295.1	1566008	1567294	+	1287	3	2	2	114	35	43	4	4	4	11	6	5
gene1485	NC_017295.1	1567372	1568271	+	900	12	8	7	173	56	114	43	44	57	60	59	34
gene1486	NC_017295.1	1568362	1569111	+	750	16	19	11	66	19	41	12	3	8	6	2	6
gene1487	NC_017295.1	1569092	1569529	+	438	7	2	3	22	17	29	4	0	4	3	4	6
gene1488	NC_017295.1	1569738	1570931	+	1194	1	4	0	81	15	31	2	5	3	5	3	5
gene1489	NC_017295.1	1571125	1572462	+	1338	6	12	9	121	34	92	16	17	15	22	14	19
gene1490	NC_017295.1	1572847	1573113	+	267	23	45	27	261	173	425	179	173	164	263	168	156
gene1491	NC_017295.1	1573176	1574159	-	984	53	74	49	569	399	1053	941	700	920	939	564	446
gene1492	NC_017295.1	1574357	1575097	+	741	2	1	3	81	41	67	6	9	8	50	11	25
gene1493	NC_017295.1	1575125	1575808	+	684	1	4	3	53	14	31	10	6	18	10	5	10
gene1494	NC_017295.1	1575871	1576512	+	642	9	9	6	89	77	177	50	24	52	232	107	91
gene1495	NC_017295.1	1576768	1577508	+	741	24	29	19	90	47	111	49	53	62	76	34	41
gene1496	NC_017295.1	1577597	1579474	-	1878	45	49	32	586	587	1487	817	863	994	1111	468	520
gene1497	NC_017295.1	1579656	1581026	+	1371	6	8	1	80	50	75	13	9	10	30	9	21
gene1498	NC_017295.1	1581516	1587791	+	6276	16	22	14	1129	821	1443	1148	1262	1491	947	475	413
gene1499	NC_017295.1	1587959	1589197	+	1239	12	8	2	282	207	290	170	192	211	238	133	120
gene1500	NC_017295.1	1589365	1589520	+	156	0	0	0	1	2	0	0	0	0	0	0	0
gene1501	NC_017295.1	1589456	1589770	+	315	0	1	0	9	5	8	0	2	0	0	0	1
gene1502	NC_017295.1	1589790	1590068	+	279	0	1	0	28	5	4	2	2	5	3	0	2
gene1503	NC_017295.1	1590069	1590566	+	498	2	4	0	124	40	58	36	26	56	71	41	49
gene1504	NC_017295.1	1590622	1590912	+	291	1	1	5	35	20	29	7	7	19	18	9	12
gene1505	NC_017295.1	1591130	1591330	+	201	1	0	0	19	2	3	1	0	0	1	0	0
gene1506	NC_017295.1	1591584	1592564	+	981	10	5	10	129	57	97	67	44	55	65	33	33
gene1507	NC_017295.1	1592815	1593000	+	186	0	0	0	9	2	2	3	0	0	0	0	0
gene1508	NC_017295.1	1593696	1593782	+	87	0	0	0	0	0	0	0	0	0	0	1	0
gene1509	NC_017295.1	1593775	1595040	+	1266	28	13	15	170	32	73	23	48	27	43	19	21
gene1510	NC_017295.1	1595024	1596982	+	1959	23	13	12	229	57	87	14	15	11	14	11	15
gene1511	NC_017295.1	1597303	1597461	+	159	52	40	27	130	109	333	165	169	244	247	186	144
gene1512	NC_017295.1	1597763	1598497	+	735	179	213	138	122	129	323	426	366	540	251	208	115
gene1513	NC_017295.1	1598566	1599453	-	888	202	235	138	204	186	393	569	424	705	338	240	180
gene1514	NC_017295.1	1599595	1601031	+	1437	39	32	30	214	97	129	75	89	96	107	66	49
gene1515	NC_017295.1	1601150	1602127	+	978	21	29	6	166	261	650	159	127	192	431	236	183
gene1516	NC_017295.1	1602138	1603463	+	1326	2	3	0	104	39	75	8	6	7	30	14	22
gene1517	NC_017295.1	1603460	1604137	+	678	0	1	1	37	12	24	2	8	4	6	1	2
gene1518	NC_017295.1	1604134	1605453	+	1320	12	10	6	112	58	80	30	37	46	76	31	38
gene1519	NC_017295.1	1605753	1606181	+	429	0	0	0	22	5	10	0	0	0	1	0	0
gene1520	NC_017295.1	1606193	1606687	+	495	1	1	0	52	15	29	1	1	1	5	0	3
gene1521	NC_017295.1	1606720	1607565	+	846	7	2	2	85	13	30	4	6	0	11	4	8
gene1522	NC_017295.1	1607567	1608400	+	834	1	5	1	78	20	32	0	0	0	3	2	2
gene1523	NC_017295.1	1608419	1608700	+	282	0	0	0	31	5	10	1	0	1	1	1	1
gene1524	NC_017295.1	1608985	1612413	+	3429	32	22	24	653	235	439	102	74	113	213	130	121
gene1525	NC_017295.1	1612599	1612787	+	189	1	0	0	15	2	0	1	0	0	0	1	3
gene1526	NC_017295.1	1613053	1615320	+	2268	19	20	8	173	44	110	94	63	65	72	47	32
gene1527	NC_017295.1	1615334	1615753	+	420	3	1	0	36	4	20	10	9	6	8	3	2
gene1528	NC_017295.1	1615817	1616236	-	420	12	13	3	106	42	138	118	99	108	100	57	38
gene1529	NC_017295.1	1616375	1616824	+	450	5	15	10	85	47	115	49	34	46	55	38	27
gene1530	NC_017295.1	1616828	1617256	+	429	5	5	5	5	5	15	15	5	6	4	5	10
gene1531	NC_017295.1	1617303	1617671	+	369	18	6	4	40	11	22	16	11	12	9	4	8
gene1532	NC_017295.1	1617964	1618731	+	768	9	11	11	106	53	129	18	25	30	40	38	40
gene1533	NC_017295.1	1618793	1619752	+	960	12	10	13	148	90	229	111	127	114	171	86	75
gene1534	NC_017295.1	1619790	1621157	-	1368	65	89	74	1367	1509	4008	1016	1139	1205	2489	1246	1223
gene1535	NC_017295.1	1621872	1622528	+	657	2	3	0	50	15	25	5	3	3	8	4	3
gene1536	NC_017295.1	1622539	1623450	+	912	4	0	1	76	14	32	3	1	2	6	5	8
gene1537	NC_017295.1	1623476	1624240	+	765	2	8	3	87	40	42	14	9	16	47	29	21
gene1538	NC_017295.1	1624237	1624845	+	609	2	9	0	129	32	61	11	4	7	16	7	8
gene1539	NC_017295.1	1624820	1624924	-	105	0	3	0	57	11	17	1	0	2	0	2	4
gene1540	NC_017295.1	1625136	1625714	+	579	8	4	1	54	27	24	5	5	7	12	8	13
gene1541	NC_017295.1	1625833	1626858	-	1026	2762	2679	1921	7514	11586	33471	7383	7385	11413	24117	14581	9971
gene1542	NC_017295.1	1627214	1628176	+	963	140	141	105	273	207	512	275	239	256	368	190	182
gene1543	NC_017295.1	1628231	1629109	-	879	62	64	47	316	195	424	597	531	654	353	227	178
gene1544	NC_017295.1	1629351	1630079	+	729	114	105	82	542	486	1189	462	419	557	815	588	447
gene1545	NC_017295.1	1630108	1630434	-	327	80	67	63	244	267	729	340	304	394	497	317	266
gene1546	NC_017295.1	1630583	1631101	+	519	57	63	39	68	97	297	96	57	107	217	114	112
gene1547	NC_017295.1	1631412	1633718	+	2307	21	25	15	327	101	163	59	60	77	99	84	70
gene1548	NC_017295.1	1633830	1634090	+	261	1	0	0	17	5	8	2	0	0	2	0	0
gene1549	NC_017295.1	1634282	1634509	+	228	4	9	2	110	68	133	118	178	121	100	59	59
gene1550	NC_017295.1	1634556	1635572	-	1017	26	47	33	384	281	682	1103	1193	959	642	350	283
gene1551	NC_017295.1	1635573	1636232	-	660	44	74	59	1582	1357	3303	2387	2433	2891	2932	1496	1410
gene1552	NC_017295.1	1636509	1636682	+	174	1	1	0	24	4	8	0	0	1	1	0	0
gene1553	NC_017295.1	1636682	1637245	+	564	2	6	2	18	11	21	1	1	4	6	6	4
gene1554	NC_017295.1	1637352	1638365	+	1014	12	17	5	52	22	40	10	3	5	10	6	7
gene1555	NC_017295.1;NC_017295.1	1638490;1638916	1638916;1639514	+;+	1025	67	58	58	216	220	545	222	162	261	482	314	212
gene1556	NC_017295.1	1639602	1640132	+	531	6	1	1	43	27	37	4	3	9	20	10	7
gene1557	NC_017295.1	1640367	1641386	+	1020	8	11	15	108	20	69	115	66	64	58	28	22
gene1558	NC_017295.1	1641376	1642155	+	780	24	14	11	83	53	149	141	125	116	90	55	44
gene1559	NC_017295.1	1642249	1642593	+	345	1	1	0	29	9	7	5	3	6	3	5	4
gene1560	NC_017295.1	1643072	1643719	+	648	12	9	5	44	24	60	32	23	41	22	33	20
gene1561	NC_017295.1	1643700	1643984	-	285	6	1	2	13	8	29	4	6	12	11	12	10
gene1562	NC_017295.1	1644302	1645549	+	1248	23	29	16	107	47	116	59	52	52	22	15	29
gene1563	NC_017295.1	1645734	1647050	+	1317	47	45	42	181	93	245	85	64	72	100	93	65
gene1564	NC_017295.1	1647399	1648589	+	1191	56	66	61	150	73	153	108	91	102	144	71	90
gene1565	NC_017295.1	1648704	1649438	+	735	17	12	11	81	20	47	16	12	7	6	7	5
gene1566	NC_017295.1	1649586	1650239	+	654	5	16	10	63	12	44	14	7	16	8	18	14
gene1567	NC_017295.1	1650240	1651661	+	1422	5	6	6	125	47	62	30	17	17	36	23	21
gene1568	NC_017295.1	1651717	1652208	-	492	4	1	3	36	18	29	18	12	9	19	11	9
gene1569	NC_017295.1	1652366	1652920	+	555	15	16	10	72	57	135	97	103	103	267	199	101
gene1570	NC_017295.1	1652913	1653863	+	951	1	2	2	54	18	27	5	5	2	1	2	4
gene1571	NC_017295.1	1653974	1654660	+	687	6	2	1	60	7	39	21	28	20	26	12	17
gene1572	NC_017295.1	1654731	1655501	+	771	1	6	1	59	21	45	16	31	12	31	17	18
gene1573	NC_017295.1	1655504	1656520	+	1017	1	1	0	49	14	16	0	1	0	1	0	3
gene1574	NC_017295.1	1656513	1657307	+	795	1	2	0	52	15	19	0	2	1	4	1	5
gene1575	NC_017295.1	1657319	1658281	+	963	11	3	5	53	23	53	13	17	9	20	18	14
gene1576	NC_017295.1	1658366	1659055	+	690	5	11	3	70	48	54	15	11	19	21	14	23
gene1577	NC_017295.1	1659069	1660118	+	1050	3	5	3	102	37	70	26	28	19	47	16	30
gene1578	NC_017295.1	1660231	1660998	+	768	2	12	3	71	24	35	6	4	12	9	5	9
gene1579	NC_017295.1	1660985	1662943	+	1959	30	45	32	341	128	266	153	121	167	231	117	116
gene1580	NC_017295.1	1663012	1663377	-	366	6	4	6	60	7	25	27	27	27	28	17	12
gene1581	NC_017295.1	1663390	1664118	-	729	3	1	7	28	9	22	8	8	13	7	9	4
gene1582	NC_017295.1	1664237	1664437	-	201	0	0	0	23	5	11	5	4	0	1	2	1
gene1583	NC_017295.1	1664651	1665517	+	867	78	80	83	333	341	710	177	121	221	386	199	202
gene1584	NC_017295.1	1665687	1666538	+	852	2	1	0	162	45	52	5	3	11	22	16	27
gene1585	NC_017295.1	1666619	1667032	+	414	0	0	1	21	6	10	1	1	4	3	0	1
gene1586	NC_017295.1	1667376	1667972	+	597	2	4	2	64	10	28	1	2	0	2	5	3
gene1587	NC_017295.1	1668140	1669237	-	1098	22	35	30	74	30	69	68	43	59	63	34	24
gene1588	NC_017295.1	1669297	1669518	-	222	0	1	0	2	0	1	0	0	0	0	0	0
gene1589	NC_017295.1	1669645	1670628	+	984	6	3	0	127	32	41	0	1	0	4	7	5
gene1590	NC_017295.1	1670650	1671885	+	1236	7	3	0	162	43	68	1	2	4	8	11	11
gene1591	NC_017295.1	1671970	1673187	+	1218	4	7	2	198	42	81	0	2	0	7	7	11
gene1592	NC_017295.1	1673491	1674966	+	1476	56	38	29	353	600	1397	191	155	220	835	391	430
gene1593	NC_017295.1	1675034	1676746	+	1713	85	84	58	174	131	268	194	177	185	207	114	82
gene1594	NC_017295.1	1676792	1679032	-	2241	403	423	349	741	600	1220	1115	919	1181	1166	698	566
gene1595	NC_017295.1	1679032	1679730	-	699	21	32	23	112	50	74	66	50	43	41	20	17
gene1596	NC_017295.1	1679731	1680375	-	645	27	39	36	61	14	29	45	23	27	19	16	13
gene1597	NC_017295.1	1680569	1681351	+	783	2	6	6	115	33	47	2	0	1	7	18	14
gene1598	NC_017295.1	1681479	1682378	+	900	34	49	24	629	593	1778	547	602	636	1688	809	690
gene1599	NC_017295.1	1682642	1682806	+	165	9	13	10	34	12	56	53	45	18	25	8	15
gene1600	NC_017295.1	1683033	1684478	+	1446	150	147	147	402	274	559	732	562	651	362	202	220
gene1601	NC_017295.1	1684559	1685545	+	987	98	96	85	143	95	263	156	98	109	108	64	74
gene1602	NC_017295.1	1685767	1686225	+	459	3	1	0	34	10	28	4	1	2	9	7	9
gene1603	NC_017295.1	1686461	1686769	+	309	23	44	35	339	351	894	354	224	285	586	321	297
gene1604	NC_017295.1	1687079	1688059	+	981	42	55	33	140	103	253	233	160	204	270	194	100
gene1605	NC_017295.1	1688223	1688621	+	399	161	143	111	216	278	559	248	187	202	326	244	167
gene1606	NC_017295.1	1688691	1689338	+	648	48	48	53	67	54	77	27	20	9	37	21	30
gene1607	NC_017295.1	1689384	1690685	+	1302	409	537	385	165	126	422	296	168	189	133	104	118
gene1608	NC_017295.1	1690882	1691199	+	318	102	105	76	15	7	17	4	0	2	1	3	5
gene1609	NC_017295.1	1691213	1692088	+	876	832	1665	1056	144	91	191	135	42	156	203	189	68
gene1610	NC_017295.1	1692154	1692699	+	546	1919	2610	1846	140	84	187	225	114	268	158	151	94
gene1611	NC_017295.1	1692737	1693177	-	441	1438	1859	1107	111	49	151	238	135	330	216	169	69
gene1612	NC_017295.1	1693310	1693813	+	504	426	569	358	153	301	698	622	279	613	458	344	272
gene1613	NC_017295.1	1693977	1694660	+	684	6	9	2	44	6	32	16	16	18	12	7	7
gene1614	NC_017295.1	1694657	1696030	+	1374	192	314	178	194	102	149	239	178	231	123	87	66
gene1615	NC_017295.1	1696053	1697858	-	1806	349	561	316	655	672	1693	812	646	924	1294	967	607
gene1616	NC_017295.1	1697999	1698835	-	837	78	138	82	390	260	507	283	255	381	453	295	226
gene1617	NC_017295.1	1698968	1700308	-	1341	18	24	12	114	51	69	53	63	72	25	28	20
gene1618	NC_017295.1	1700554	1701129	+	576	5	7	1	39	24	66	43	35	32	28	16	19
gene1619	NC_017295.1	1701113	1702744	+	1632	8	9	1	95	72	154	86	78	84	114	83	69
gene1620	NC_017295.1	1703113	1703469	-	357	83	52	35	254	106	166	386	373	391	106	60	93
gene1621	NC_017295.1	1703622	1703888	+	267	4	4	5	29	8	5	10	8	16	9	10	8
gene1622	NC_017295.1	1704298	1706607	+	2310	8	15	3	271	54	86	38	27	49	36	22	32
gene1623	NC_017295.1	1706622	1707713	+	1092	9	10	3	178	53	69	38	20	44	47	24	16
gene1624	NC_017295.1	1708045	1708248	+	204	2	2	2	46	8	9	2	2	0	4	0	1
gene1625	NC_017295.1	1708627	1710048	+	1422	10	10	2	109	30	63	34	8	16	29	14	14
gene1626	NC_017295.1	1710070	1711320	+	1251	2	2	5	83	27	66	40	56	61	57	25	30
gene1627	NC_017295.1	1711353	1712117	+	765	2	3	2	46	11	29	11	6	3	7	5	4
gene1628	NC_017295.1	1712322	1712486	+	165	0	0	0	11	2	10	2	1	1	1	5	1
gene1629	NC_017295.1	1712746	1713519	+	774	23	29	15	101	98	222	113	108	126	168	56	88
gene1630	NC_017295.1	1713629	1714060	-	432	9	15	12	65	42	95	76	80	97	109	36	50
gene1631	NC_017295.1	1714233	1714712	+	480	235	312	174	66	20	48	4	1	1	24	12	13
gene1632	NC_017295.1	1714717	1715262	+	546	1630	2297	1514	60	32	38	20	6	19	25	25	9
gene1633	NC_017295.1	1715473	1717470	+	1998	503	625	435	187	61	93	55	51	44	39	35	26
gene1634	NC_017295.1	1717711	1718118	+	408	2	8	4	49	11	23	2	1	4	1	1	6
gene1635	NC_017295.1	1718237	1719352	+	1116	42	59	39	126	76	205	153	98	139	195	108	66
gene1636	NC_017295.1	1719615	1719992	+	378	3	7	1	32	6	15	7	6	6	4	9	12
gene1637	NC_017295.1	1720004	1720861	+	858	9	14	7	63	34	58	19	12	28	22	16	19
gene1638	NC_017295.1	1720998	1721624	+	627	4	2	8	31	9	15	16	12	7	3	6	8
gene1639	NC_017295.1	1721641	1721973	-	333	2	8	2	5	6	4	15	28	15	5	11	5
gene1640	NC_017295.1	1722110	1723423	+	1314	210	163	172	669	597	1408	447	373	443	992	556	500
gene1641	NC_017295.1	1723549	1724250	+	702	6	7	7	69	28	44	4	8	3	6	3	7
gene1642	NC_017295.1	1724321	1725025	+	705	3	6	8	61	27	56	38	25	40	44	19	28
gene1643	NC_017295.1	1725031	1726389	+	1359	35	36	29	548	284	518	338	325	512	578	237	279
gene1644	NC_017295.1	1726414	1726977	-	564	35	53	47	407	224	526	484	367	607	394	218	208
gene1645	NC_017295.1	1727330	1728271	+	942	20	32	29	295	269	560	672	572	560	382	234	206
gene1646	NC_017295.1	1728274	1729551	-	1278	90	120	105	1371	1451	3160	2782	2894	2695	2738	1639	1317
